Name,Name (BBG),Description,Maturity Date,ISIN,GIM2 Symbol,Ticker,YTW,OAD,OASD,OAS,Fitch,Moody's,S&P,Exposure Country,Exposure Currency,BarCap - Class 1 Desc,Country_Sector,BarCap - Class 3 Desc,BarCap - Class 4 Desc,JPM CEMBI Sector,Market Sector,KRD 0.5yr,KRD 02yr,KRD 05yr,KRD 10yr,KRD 20yr,KRD 30yr,Orig Face,Total MV,MV%,Bid (BBG),Ask (BBG),Min Piece (BBG),Amt Outstanding (BBG),Issue Date (BBG),Tkt Tot Amount (BBG)
        PETROBRAS GLOBAL FINANCE BV  6.8500  05 Jun 2115,PETROBRAS GLOBAL FINANCE BV  6.8500  05 Jun 2115,PETROBRAS GLOBAL FINANCE BV  6.8500  05 Jun 2115,06/05/2115,US71647NAN93,,PETBRA,7.19%,13.59,13.35,430.52,BB,B1,BB-,BRAZIL,USD,GOVERNMENT_RELATED,BRAZIL_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,OIL & GAS,Foreign Agency,0.04,0.22,0.72,1.93,2.73,8.01,"979,883.00","956,045.18",0.08%,94.25,94.25,2000,2500000000,6/5/2015,969165.28
        PETROBRAS GLOBAL FINANCE BV  6.12500  17 Jan 2022,PETROBRAS GLOBAL FINANCE BV  6.12500  17 Jan 2022,PETROBRAS GLOBAL FINANCE BV  6.12500  17 Jan 2022,01/17/2022,US71647NAR08,,PETBRA,4.18%,3.73,3.81,233.56,BB,B1,BB-,BRAZIL,USD,GOVERNMENT_RELATED,BRAZIL_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,OIL & GAS,Foreign Agency,0.03,1.00,2.77,0.00,0.00,0.00,"1,175,860.00","1,279,771.34",0.10%,107.609,107.789,2000,3000000000,1/17/2017,1091211.81
        CAIXA ECONOMICA FEDERAL  4.500  03 Oct 2018,CAIXA ECONOMICA FEDERAL  4.500  03 Oct 2018,CAIXA ECONOMICA FEDERAL  4.500  03 Oct 2018,10/03/2018,US12803X2C42,,CAIXBR,2.73%,0.98,0.99,135.60,BB,BA2,BB,BRAZIL,USD,GOVERNMENT_RELATED,BRAZIL_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.66,0.33,0.00,0.00,0.00,0.00,"489,942.00","509,461.05",0.04%,101.726,101.853,150000,1250000000,10/3/2013,1018625
        CAIXA ECONOMICA FEDERAL  4.2500  13 May 2019,CAIXA ECONOMICA FEDERAL  4.2500  13 May 2019,CAIXA ECONOMICA FEDERAL  4.2500  13 May 2019,05/13/2019,US12803X2D25,,CAIXBR,3.03%,1.53,1.55,157.31,BB,BA2,BB,BRAZIL,USD,GOVERNMENT_RELATED,BRAZIL_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.41,1.13,0.00,0.00,0.00,0.00,"509,539.00","527,616.53",0.04%,101.891,102.016,150000,1300000000,5/13/2014,1034040.28
        PETROBRAS GLOBAL FINANCE BV  8.7500  23 May 2026,PETROBRAS GLOBAL FINANCE BV  8.7500  23 May 2026,PETROBRAS GLOBAL FINANCE BV  8.7500  23 May 2026,05/23/2026,US71647NAQ25,,PETBRA,5.75%,6.13,6.29,349.70,BB,B1,BB-,BRAZIL,USD,GOVERNMENT_RELATED,BRAZIL_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,OIL & GAS,Foreign Agency,0.04,0.25,2.12,3.87,0.00,0.00,"1,175,860.00","1,450,490.31",0.12%,120.149,120.386,2000,3000000000,5/23/2016,1238284.72
        PETROBRAS GLOBAL FINANCE BV  7.37500  17 Jan 2027,PETROBRAS GLOBAL FINANCE BV  7.37500  17 Jan 2027,PETROBRAS GLOBAL FINANCE BV  7.37500  17 Jan 2027,01/17/2027,US71647NAS80,,PETBRA,5.92%,6.72,6.90,363.93,BB,B1,BB-,BRAZIL,USD,GOVERNMENT_RELATED,BRAZIL_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,OIL & GAS,Foreign Agency,0.04,0.22,1.51,5.13,0.00,0.00,"1,567,813.00","1,753,080.69",0.14%,110.178,110.44,2000,4000000000,1/17/2017,1125793.19
        PETROBRAS GLOBAL FINANCE BV  5.300  27 Jan 2025,PETROBRAS GLOBAL FINANCE BV  5.300  27 Jan 2025,PETROBRAS GLOBAL FINANCE BV  5.300  27 Jan 2025,01/27/2025,US71647NAT63,,PETBRA,5.31%,5.99,6.14,311.51,NR,B1,BB-,BRAZIL,USD,GOVERNMENT_RELATED,BRAZIL_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.02,0.16,3.34,2.62,0.00,0.00,"1,473,692.00","1,474,506.63",0.12%,99.583,100.238,2000,3759866000,9/27/2017,1004707.92
        BRAZIL (FED REP OF)  6.00  07 Apr 2026,BRAZIL (FED REP OF)  6.00  07 Apr 2026,BRAZIL (FED REP OF)  6.00  07 Apr 2026,04/07/2026,US105756BX78,,BRAZIL,4.43%,6.57,6.69,218.47,BB,BA2,BB,BRAZIL,USD,GOVERNMENT_RELATED,BRAZIL_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.02,0.16,2.25,4.25,0.00,0.00,"979,883.00","1,116,648.20",0.09%,111.055,111.27,200000,2176245000,3/17/2016,1111233.33
        CAIXA ECONOMICA FEDERAL  3.500  07 Nov 2022,CAIXA ECONOMICA FEDERAL  3.500  07 Nov 2022,CAIXA ECONOMICA FEDERAL  3.500  07 Nov 2022,11/07/2022,US12803X2B68,,CAIXBR,3.94%,4.55,4.64,196.62,BB,BA2,NR,BRAZIL,USD,GOVERNMENT_RELATED,BRAZIL_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.01,0.08,4.44,0.09,0.00,0.00,"195,977.00","194,776.23",0.02%,97.888,98.275,150000,500000000,11/5/2012,1000069.44
        PETROBRAS GLOBAL FINANCE BV  4.37500  20 May 2023,PETROBRAS GLOBAL FINANCE BV  4.37500  20 May 2023,PETROBRAS GLOBAL FINANCE BV  4.37500  20 May 2023,05/20/2023,US71647NAF69,,PETBRA,4.60%,4.86,4.96,255.12,BB,B1,BB-,BRAZIL,USD,GOVERNMENT_RELATED,BRAZIL_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,OIL & GAS,Foreign Agency,0.02,0.12,4.22,0.59,0.00,0.00,"1,371,836.00","1,378,960.53",0.11%,98.809,99.302,2000,3500000000,5/20/2013,1017256.94
        BANCO NAC DE DESEN ECONO  4.7500  09 May 2024,BANCO NAC DE DESEN ECONO  4.7500  09 May 2024,BANCO NAC DE DESEN ECONO  4.7500  09 May 2024,05/09/2024,USP14486AM92,,BNDES,4.59%,5.52,5.63,244.77,NR,BA2,BB,BRAZIL,USD,GOVERNMENT_RELATED,BRAZIL_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.02,0.13,3.79,1.68,0.00,0.00,"391,953.00","402,892.50",0.03%,101.75,101.75,200000,1000000000,5/9/2017,1041187.5
        BANCO NAC DE DESEN ECONO  5.500  12 Jul 2020,BANCO NAC DE DESEN ECONO  5.500  12 Jul 2020,BANCO NAC DE DESEN ECONO  5.500  12 Jul 2020,07/12/2020,USP14486AD93,,BNDES,3.42%,2.54,2.59,182.41,NR,BA2,BB,BRAZIL,USD,GOVERNMENT_RELATED,BRAZIL_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.03,1.90,0.64,0.00,0.00,0.00,"250,169.00","266,929.25",0.02%,105.175,105.784,100000,638263000,1/12/2010,1070250
        PETROBRAS INTL FINANCE  6.7500  27 Jan 2041,PETROBRAS INTL FINANCE  6.7500  27 Jan 2041,PETROBRAS INTL FINANCE  6.7500  27 Jan 2041,01/27/2041,US71645WAS08,,PETBRA,6.76%,11.52,11.66,398.21,BB,B1,BB-,BRAZIL,USD,GOVERNMENT_RELATED,BRAZIL_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,OIL & GAS,Foreign Agency,0.03,0.20,0.68,1.85,6.67,2.42,"881,895.00","891,997.31",0.07%,99.517,100.081,2000,2250000000,1/27/2011,996552.5
        BRAZIL (FED REP OF)  4.2500  07 Jan 2025,BRAZIL (FED REP OF)  4.2500  07 Jan 2025,BRAZIL (FED REP OF)  4.2500  07 Jan 2025,01/07/2025,US105756BV13,,BRAZIL,4.08%,6.14,6.26,189.19,BB,BA2,BB,BRAZIL,USD,GOVERNMENT_RELATED,BRAZIL_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.02,0.10,3.45,2.69,0.00,0.00,"1,685,399.00","1,720,189.89",0.14%,101.075,101.325,200000,4300000000,11/1/2013,1021915.28
        BANCO DO BRASIL SA  8.500  20 Oct 2020,BANCO DO BRASIL SA  8.500  20 Oct 2020,BANCO DO BRASIL SA  8.500  20 Oct 2020,10/20/2020,USP3772WAA01,,BANBRA,4.98%,2.61,2.67,334.46,NR,B2,NR,BRAZIL,USD,GOVERNMENT_RELATED,BRAZIL_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,FINANCIAL,Foreign Agency,0.05,1.74,0.87,0.00,0.00,0.00,"587,342.00","667,741.12",0.05%,100,100,100000,1498500000,10/20/2009,1142111.11
        PETROBRAS GLOBAL FINANCE BV  6.00  27 Jan 2028,PETROBRAS GLOBAL FINANCE BV  6.00  27 Jan 2028,PETROBRAS GLOBAL FINANCE BV  6.00  27 Jan 2028,01/27/2028,US71647NAW92,,PETBRA,6.02%,7.60,7.80,369.16,NR,B1,BB-,BRAZIL,USD,GOVERNMENT_RELATED,BRAZIL_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.03,0.18,0.62,6.76,0.21,0.00,"2,287,492.00","2,286,712.84",0.18%,99.479,100.285,2000,5836134000,9/27/2017,1009499.58
        PETROBRAS GLOBAL FINANCE BV  3.00  15 Jan 2019,PETROBRAS GLOBAL FINANCE BV  3.00  15 Jan 2019,PETROBRAS GLOBAL FINANCE BV  3.00  15 Jan 2019,01/15/2019,US71647NAB55,,PETBRA,2.79%,1.24,1.26,137.61,BB,B1,BB-,BRAZIL,USD,GOVERNMENT_RELATED,BRAZIL_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,OIL & GAS,Foreign Agency,0.60,0.66,0.00,0.00,0.00,0.00,"271,166.00","273,623.01",0.02%,100.494,100.763,2000,691833000,5/20/2013,1009810
        PETROBRAS INTL FINANCE  5.37500  27 Jan 2021,PETROBRAS INTL FINANCE  5.37500  27 Jan 2021,PETROBRAS INTL FINANCE  5.37500  27 Jan 2021,01/27/2021,US71645WAR25,,PETBRA,3.65%,3.01,3.06,196.79,BB,B1,BB-,BRAZIL,USD,GOVERNMENT_RELATED,BRAZIL_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,OIL & GAS,Foreign Agency,0.03,1.73,1.29,0.00,0.00,0.00,"1,063,293.00","1,130,635.15",0.09%,105.472,105.65,2000,2712805000,1/27/2011,1062197.92
        BRAZIL (FED REP OF)-GLOBAL  10.12500  15 May 2027,BRAZIL (FED REP OF)-GLOBAL  10.12500  15 May 2027,BRAZIL (FED REP OF)-GLOBAL  10.12500  15 May 2027,05/15/2027,US105756AE07,,BRAZIL,4.30%,6.64,6.76,200.11,BB,BA2,BB,BRAZIL,USD,GOVERNMENT_RELATED,BRAZIL_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.04,0.25,1.29,5.18,0.00,0.00,"528,996.00","790,194.29",0.06%,144.745,146.745,1000,1337966000,6/9/1997,1500043.75
        BRAZIL (FED REP OF)-GLOBAL  8.7500  04 Feb 2025,BRAZIL (FED REP OF)-GLOBAL  8.7500  04 Feb 2025,BRAZIL (FED REP OF)-GLOBAL  8.7500  04 Feb 2025,02/04/2025,US105756BF62,,BRAZIL,4.10%,5.63,5.73,190.35,BB,BA2,BB,BRAZIL,USD,GOVERNMENT_RELATED,BRAZIL_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.04,0.24,3.14,2.31,0.00,0.00,"363,971.00","475,564.49",0.04%,128.505,129.5,1000,688201000,2/4/2005,1319027.78
        BRAZIL (FED REP OF)-GLOBAL  8.2500  20 Jan 2034,BRAZIL (FED REP OF)-GLOBAL  8.2500  20 Jan 2034,BRAZIL (FED REP OF)-GLOBAL  8.2500  20 Jan 2034,01/20/2034,US105756BB58,,BRAZIL,5.42%,9.75,9.91,285.70,BB,BA2,BB,BRAZIL,USD,GOVERNMENT_RELATED,BRAZIL_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.03,0.20,0.70,4.32,4.74,0.00,"588,893.00","777,768.34",0.06%,130.745,131.25,1000,1502458000,1/20/2004,1325691.67
        PETROBRAS GLOBAL FINANCE BV  8.37500  23 May 2021,PETROBRAS GLOBAL FINANCE BV  8.37500  23 May 2021,PETROBRAS GLOBAL FINANCE BV  8.37500  23 May 2021,05/23/2021,US71647NAP42,,PETBRA,3.71%,3.11,3.16,197.05,BB,B1,BB-,BRAZIL,USD,GOVERNMENT_RELATED,BRAZIL_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,OIL & GAS,Foreign Agency,0.04,1.49,1.61,0.00,0.00,0.00,"1,114,922.00","1,324,285.51",0.11%,115.738,115.887,2000,2844529000,5/23/2016,1170836.81
        PETROBRAS INTL FINANCE  7.87500  15 Mar 2019,PETROBRAS INTL FINANCE  7.87500  15 Mar 2019,PETROBRAS INTL FINANCE  7.87500  15 Mar 2019,03/15/2019,US71645WAN11,,PETBRA,2.81%,1.38,1.39,137.01,BB,B1,BB-,BRAZIL,USD,GOVERNMENT_RELATED,BRAZIL_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,OIL & GAS,Foreign Agency,0.52,0.86,0.00,0.00,0.00,0.00,"218,847.00","235,337.17",0.02%,107.096,107.625,2000,558351000,2/11/2009,1057906.25
        BRAZIL (FED REP OF)-GLOBAL  7.12500  20 Jan 2037,BRAZIL (FED REP OF)-GLOBAL  7.12500  20 Jan 2037,BRAZIL (FED REP OF)-GLOBAL  7.12500  20 Jan 2037,01/20/2037,US105756BK57,,BRAZIL,5.54%,11.04,11.19,287.17,BB,BA2,BB,BRAZIL,USD,GOVERNMENT_RELATED,BRAZIL_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.03,0.18,0.62,2.38,8.13,0.00,"752,714.00","903,722.13",0.07%,118.75,119.245,1000,1920418000,1/18/2006,1205879.17
        BRAZIL (FED REP OF)  5.00  27 Jan 2045,BRAZIL (FED REP OF)  5.00  27 Jan 2045,BRAZIL (FED REP OF)  5.00  27 Jan 2045,01/27/2045,US105756BW95,,BRAZIL,5.52%,14.18,14.22,267.22,BB,BA2,BB,BRAZIL,USD,GOVERNMENT_RELATED,BRAZIL_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.02,0.14,0.47,1.37,4.72,7.84,"1,391,434.00","1,303,086.84",0.10%,92.735,92.91,200000,3550000000,8/1/2014,935016.67
        BRAZIL (FED REP OF)-GLOBAL  8.87500  15 Apr 2024,BRAZIL (FED REP OF)-GLOBAL  8.87500  15 Apr 2024,BRAZIL (FED REP OF)-GLOBAL  8.87500  15 Apr 2024,04/15/2024,US105756AR10,,BRAZIL,3.85%,5.03,5.11,171.44,BB,BA2,BB,BRAZIL,USD,GOVERNMENT_RELATED,BRAZIL_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.04,0.25,3.47,1.35,0.00,0.00,"423,516.00","562,880.48",0.05%,126.495,127.5,1000,1029030000,3/22/2001,1335935.42
        BRAZIL (FED REP OF)-GLOBAL  8.87500  14 Oct 2019,BRAZIL (FED REP OF)-GLOBAL  8.87500  14 Oct 2019,BRAZIL (FED REP OF)-GLOBAL  8.87500  14 Oct 2019,10/14/2019,US105756BE97,,BRAZIL,1.94%,1.83,1.85,43.95,BB,BA2,BB,BRAZIL,USD,GOVERNMENT_RELATED,BRAZIL_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.05,1.76,0.02,0.00,0.00,0.00,"311,151.00","366,860.83",0.03%,113.69,114.155,1000,639043000,10/14/2004,1185781.94
        CENTRAIS ELET BRASILEIRAS  6.87500  30 Jul 2019,CENTRAIS ELET BRASILEIRAS  6.87500  30 Jul 2019,CENTRAIS ELET BRASILEIRAS  6.87500  30 Jul 2019,07/30/2019,USP22854AF31,,ELEBRA,3.18%,1.70,1.73,169.56,BB-,NR,BB,BRAZIL,USD,GOVERNMENT_RELATED,BRAZIL_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,UTILITIES,Foreign Agency,0.23,1.49,0.00,0.00,0.00,0.00,"391,953.00","422,146.02",0.03%,106.489,106.805,100000,1000000000,7/30/2009,1080250
        BANCO DO BRASIL SA  6.00  22 Jan 2020,BANCO DO BRASIL SA  6.00  22 Jan 2020,BANCO DO BRASIL SA  6.00  22 Jan 2020,01/22/2020,US05957PAR73,,BANBRA,2.95%,2.14,2.17,141.28,BB,BA2,BB,BRAZIL,USD,GOVERNMENT_RELATED,BRAZIL_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,FINANCIAL,Foreign Agency,0.03,1.91,0.21,0.00,0.00,0.00,"195,977.00","211,518.34",0.02%,106.738,107.079,100000,500000000,1/22/2010,1083333.33
        PETROBRAS INTL FINANCE  6.87500  20 Jan 2040,PETROBRAS INTL FINANCE  6.87500  20 Jan 2040,PETROBRAS INTL FINANCE  6.87500  20 Jan 2040,01/20/2040,US71645WAQ42,,PETBRA,6.76%,11.24,11.40,400.93,BB,B1,BB-,BRAZIL,USD,GOVERNMENT_RELATED,BRAZIL_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,OIL & GAS,Foreign Agency,0.03,0.21,0.69,1.87,7.15,1.63,"587,930.00","603,810.53",0.05%,101.344,101.993,2000,1500000000,10/30/2009,1033059.72
        BANCO DO BRASIL SA  5.37500  15 Jan 2021,BANCO DO BRASIL SA  5.37500  15 Jan 2021,BANCO DO BRASIL SA  5.37500  15 Jan 2021,01/15/2021,USP3772WAB83,,BANBRA,4.00%,2.97,3.03,233.17,NR,BA3,NR,BRAZIL,USD,GOVERNMENT_RELATED,BRAZIL_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,FINANCIAL,Foreign Agency,0.03,1.74,1.25,0.00,0.00,0.00,"258,689.00","272,489.25",0.02%,104.075,104.663,100000,660000000,10/5/2010,1049239.58
        BANCO DO BRASIL  5.87500  19 Jan 2023,BANCO DO BRASIL  5.87500  19 Jan 2023,BANCO DO BRASIL  5.87500  19 Jan 2023,01/19/2023,USP3772WAE23,,BANBRA,4.58%,4.50,4.59,257.64,NR,BA3,B,BRAZIL,USD,GOVERNMENT_RELATED,BRAZIL_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,FINANCIAL,Foreign Agency,0.03,0.18,4.12,0.25,0.00,0.00,"293,965.00","315,217.54",0.03%,105.738,106.364,200000,750000000,6/19/2012,1077545.14
        BANCO DO BRASIL SA  5.87500  26 Jan 2022,BANCO DO BRASIL SA  5.87500  26 Jan 2022,BANCO DO BRASIL SA  5.87500  26 Jan 2022,01/26/2022,USG07402DN01,,BANBRA,4.40%,3.77,3.85,254.68,NR,BA3,NR,BRAZIL,USD,GOVERNMENT_RELATED,BRAZIL_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,FINANCIAL,Foreign Agency,0.03,0.98,2.82,0.00,0.00,0.00,"587,930.00","628,087.61",0.05%,105.644,105.964,200000,1500000000,5/26/2011,1073952.78
        PETROBRAS INTL FINANCE  5.7500  20 Jan 2020,PETROBRAS INTL FINANCE  5.7500  20 Jan 2020,PETROBRAS INTL FINANCE  5.7500  20 Jan 2020,01/20/2020,US71645WAP68,,PETBRA,3.26%,2.13,2.17,172.72,BB,B1,BB-,BRAZIL,USD,GOVERNMENT_RELATED,BRAZIL_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,OIL & GAS,Foreign Agency,0.03,1.91,0.21,0.00,0.00,0.00,"367,920.00","392,313.13",0.03%,105.59,105.795,2000,938684000,10/30/2009,1067097.22
        BRAZIL (FED REP OF)  5.62500  21 Feb 2047,BRAZIL (FED REP OF)  5.62500  21 Feb 2047,BRAZIL (FED REP OF)  5.62500  21 Feb 2047,02/21/2047,US105756BY51,,BRAZIL,5.57%,14.26,14.27,269.60,BB,BA2,BB,BRAZIL,USD,GOVERNMENT_RELATED,BRAZIL_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.02,0.15,0.51,1.50,2.94,9.49,"587,930.00","596,544.69",0.05%,100.945,101.195,200000,1500000000,7/28/2016,1015968.75
        BANCO DO BRASIL SA  3.87500  10 Oct 2022,BANCO DO BRASIL SA  3.87500  10 Oct 2022,BANCO DO BRASIL SA  3.87500  10 Oct 2022,10/10/2022,US05958AAJ79,,BANBRA,4.19%,4.43,4.52,222.25,BB,BA2,BB,BRAZIL,USD,GOVERNMENT_RELATED,BRAZIL_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,FINANCIAL,Foreign Agency,0.01,0.10,4.37,0.02,0.00,0.00,"709,318.00","712,489.31",0.06%,98.508,98.721,200000,1809700000,10/10/2012,991115.28
        BRAZIL (FED REP OF)-GLOBAL  5.87500  15 Jan 2019,BRAZIL (FED REP OF)-GLOBAL  5.87500  15 Jan 2019,BRAZIL (FED REP OF)-GLOBAL  5.87500  15 Jan 2019,01/15/2019,US105756BQ28,,BRAZIL,1.70%,1.23,1.24,28.46,BB,BA2,BB,BRAZIL,USD,GOVERNMENT_RELATED,BRAZIL_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.59,0.64,0.00,0.00,0.00,0.00,"749,886.00","798,965.49",0.06%,105.19,105.44,100000,1710832000,1/13/2009,1067847.92
        PETROBRAS GLOBAL FINANCE BV  5.62500  20 May 2043,PETROBRAS GLOBAL FINANCE BV  5.62500  20 May 2043,PETROBRAS GLOBAL FINANCE BV  5.62500  20 May 2043,05/20/2043,US71647NAA72,,PETBRA,6.53%,12.45,12.55,370.75,BB,B1,BB-,BRAZIL,USD,GOVERNMENT_RELATED,BRAZIL_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,OIL & GAS,Foreign Agency,0.03,0.18,0.60,1.63,5.57,4.80,"685,918.00","623,301.67",0.05%,89.276,89.829,2000,1750000000,5/20/2013,912187.5
        REPUBLIC OF CAMEROON  9.500  19 Nov 2025,REPUBLIC OF CAMEROON  9.500  19 Nov 2025,REPUBLIC OF CAMEROON  9.500  19 Nov 2025,11/19/2025,XS1313779081,,REPCAM,6.22%,5.18,5.32,403.70,B,NR,B,CAMEROON,USD,GOVERNMENT_RELATED,CAMEROON_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.05,0.28,3.03,1.96,0.00,0.00,"1,943,228.00","2,373,384.33",0.19%,118.127,119.127,200000,750000000,11/19/2015,1228776.11
        CODELCO INC  3.62500  01 Aug 2027,CODELCO INC  3.62500  01 Aug 2027,CODELCO INC  3.62500  01 Aug 2027,08/01/2027,USP3143NAY06,,CDEL,3.68%,8.22,8.21,134.91,A,A3,A+,CHILE,USD,GOVERNMENT_RELATED,CHILE_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.01,0.07,0.66,7.47,0.00,0.00,"2,674,559.00","2,679,542.46",0.22%,99.397,99.776,200000,1500000000,8/1/2017,1006879.31
        CODELCO INC  4.87500  04 Nov 2044,CODELCO INC  4.87500  04 Nov 2044,CODELCO INC  4.87500  04 Nov 2044,11/04/2044,USP3143NAU83,,CDEL,4.39%,15.53,15.14,158.87,A,A3,A+,CHILE,USD,GOVERNMENT_RELATED,CHILE_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.02,0.09,0.34,1.10,5.25,8.72,"1,747,379.00","1,917,323.66",0.15%,107.34,108.391,200000,980000000,11/4/2014,1106375.83
        CODELCO INC  5.62500  21 Sep 2035,CODELCO INC  5.62500  21 Sep 2035,CODELCO INC  5.62500  21 Sep 2035,09/21/2035,US21987BAK44,,CDEL,4.32%,12.04,11.90,173.11,A,A3,A+,CHILE,USD,GOVERNMENT_RELATED,CHILE_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.02,0.12,0.45,3.31,8.13,0.00,"891,520.00","1,037,430.24",0.08%,115.642,116.825,2000,500000000,9/21/2005,1172411.25
        CODELCO INC  6.1500  24 Oct 2036,CODELCO INC  6.1500  24 Oct 2036,CODELCO INC  6.1500  24 Oct 2036,10/24/2036,US21987BAL27,,CDEL,4.39%,12.00,11.84,177.68,A,A3,A+,CHILE,USD,GOVERNMENT_RELATED,CHILE_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.02,0.13,0.47,2.38,9.00,0.00,"891,520.00","1,116,639.33",0.09%,122.191,123.484,100000,500000000,10/24/2006,1264280
        EMPRESA DE TRANSPORTE DE PA  5.00  25 Jan 2047,EMPRESA DE TRANSPORTE DE PA  5.00  25 Jan 2047,EMPRESA DE TRANSPORTE DE PA  5.00  25 Jan 2047,01/25/2047,USP37466AP78,,BMETR,4.37%,16.18,15.74,154.32,A-,NR,A+,CHILE,USD,GOVERNMENT_RELATED,CHILE_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.02,0.09,0.35,1.12,3.13,11.46,"891,520.00","992,032.95",0.08%,110.07,110.469,200000,500000000,1/25/2017,1115694.44
        CODELCO INC  3.7500  04 Nov 2020,CODELCO INC  3.7500  04 Nov 2020,CODELCO INC  3.7500  04 Nov 2020,11/04/2020,US21987BAN82,,CDEL,2.16%,2.89,2.91,52.17,A,A3,A+,CHILE,USD,GOVERNMENT_RELATED,CHILE_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.01,1.84,1.03,0.00,0.00,0.00,"1,043,501.00","1,108,803.82",0.09%,104.689,105.028,100000,585237000,11/4/2010,1065758.33
        CODELCO INC  3.00  17 Jul 2022,CODELCO INC  3.00  17 Jul 2022,CODELCO INC  3.00  17 Jul 2022,07/17/2022,US21987BAQ14,,CDEL,2.88%,4.45,4.47,94.25,A,A3,A+,CHILE,USD,GOVERNMENT_RELATED,CHILE_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.01,0.36,4.09,0.00,0.00,0.00,"1,493,270.00","1,510,523.41",0.12%,100.413,100.728,200000,837486000,7/17/2012,1014733.33
        CODELCO INC  4.2500  17 Jul 2042,CODELCO INC  4.2500  17 Jul 2042,CODELCO INC  4.2500  17 Jul 2042,07/17/2042,US21987BAR96,,CDEL,4.32%,15.47,15.10,153.90,A,A3,A+,CHILE,USD,GOVERNMENT_RELATED,CHILE_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.01,0.08,0.30,0.94,7.93,6.20,"1,337,280.00","1,335,717.97",0.11%,98.495,99.537,200000,750000000,7/17/2012,1007444.72
